Customer_Name_ID;Customer Names;Order_Date;Order_Date (Год + Месяц, Первый день);Order_Date (Год);Profit;Order_Number;Warehouse_Code;Delivery_Region_ID;Product_ID;Order Quantity;Total_Order_Price;Total Unit Cost;Head_Office_ID;Region_Group;Region_Full_Name;City;Country;Product Name;Product Sales;Channel;Unit Price;Customer Sales Group;Группа ABC-XYZ;Группа_ABC;Группа_XYZ;RFM
43;Pacific Ltd;31.07.2014;01.07.2014;2014;8930,229;SO - 000610;AXW291;27;9;11;42524,9;3054,061;20;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 9;10489225,2;Wholesale;3865,9;Mid. Clients;BZ;B;Z;532
173;H Ltd;01.08.2014;01.08.2014;2014;8466,656;SO - 000620;AXW291;11;11;11;26458,3;1635,604;12;Mid Regions;WARSZAWA (Warsaw), Poland;WARSZAWA (Warsaw);Poland;Product 11;10003749,9;Wholesale;2405,3;Top Clients;BY;B;Y;433
68;True Ltd;05.08.2014;01.08.2014;2014;5901,159;SO - 000654;AXW291;1;8;11;11570,9;515,431;4;Lower Regions;LONDON, UK;LONDON;UK;Product 8;10172670,3;Wholesale;1051,9;Top Clients;AY;A;Y;533
138;Zoovu Corp;05.08.2014;01.08.2014;2014;4167,735;SO - 000663;AXW291;3;11;11;10686,5;592,615;9;Top Regions;MADRID, Spain;MADRID;Spain;Product 11;10003749,9;Wholesale;971,5;Mid. Clients;CZ;C;Z;522
55;American Corp;06.08.2014;01.08.2014;2014;15264,744;SO - 000666;AXW291;21;10;11;63603,1;4394,396;52;Mid Regions;Donetsk, Ukraine;Donetsk;Ukraine;Product 10;10736750;Wholesale;5782,1;Lower Clients;CY;C;Y;532
15;Centizu Company;10.08.2014;01.08.2014;2014;17006,275;SO - 000704;AXW291;15;12;11;68025,1;4638,075;23;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 12;10660912,7;Wholesale;6184,1;Top Clients;AY;A;Y;533
93;Meejo Corp;14.08.2014;01.08.2014;2014;338,283;SO - 000738;AXW291;12;3;11;1989,9;150,147;29;Top Regions;BEOGRAD (Belgrade), Serbia;BEOGRAD (Belgrade);Serbia;Product 3;10374661,9;Wholesale;180,9;Top Clients;BY;B;Y;523
73;Deseret Group;18.08.2014;01.08.2014;2014;8504,98;SO - 000783;AXW291;31;2;11;42524,9;3092,72;31;Top Regions;RIGA, Latvia;RIGA;Latvia;Product 2;10711068,9;Wholesale;3865,9;Top Clients;AZ;A;Z;534
59;Gabvine Ltd;19.08.2014;01.08.2014;2014;6618,26000000001;SO - 000786;AXW291;10;7;11;33091,3;2406,64;64;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 7;9503112,49999999;Wholesale;3008,3;Mid. Clients;CY;C;Y;532
173;H Ltd;19.08.2014;01.08.2014;2014;4426,422;SO - 000788;AXW291;11;13;11;11349,8;629,398;12;Mid Regions;WARSZAWA (Warsaw), Poland;WARSZAWA (Warsaw);Poland;Product 13;10153809,8;Wholesale;1031,8;Top Clients;BY;B;Y;433
76;NARS Group;20.08.2014;01.08.2014;2014;10960,664;SO - 000799;AXW291;3;1;11;42156,4;2835,976;27;Top Regions;MADRID, Spain;MADRID;Spain;Product 1;9446611,40000001;Wholesale;3832,4;Top Clients;BY;B;Y;443
115;Dynazzy Company;23.08.2014;01.08.2014;2014;3891,36;SO - 000824;AXW291;22;6;11;12971,2;825,44;61;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 6;11016019,4;Wholesale;1179,2;Top Clients;BY;B;Y;423
161;Aveda Group;24.08.2014;01.08.2014;2014;5041,08;SO - 000833;AXW291;16;1;11;12602,7;687,42;58;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 1;9446611,40000001;Wholesale;1145,7;Lower Clients;CZ;C;Z;321
125;Zooveo Company;28.08.2014;01.08.2014;2014;4635,73;SO - 000862;AXW291;7;8;11;12529;717,57;22;Lower Regions;BUCURESTI (Bucharest), Romania;BUCURESTI (Bucharest);Romania;Product 8;10172670,3;Wholesale;1139;Top Clients;BY;B;Y;433
62;Topiczoom Corp;28.08.2014;01.08.2014;2014;6688,275;SO - 000865;AXW291;18;13;11;26753,1;1824,075;53;Top Regions;PRAHA (Prague), Czech Republic;PRAHA (Prague);Czech Republic;Product 13;10153809,8;Wholesale;2432,1;Top Clients;BY;B;Y;423
16;Arbor Company;31.08.2014;01.08.2014;2014;1034,748;SO - 000888;AXW291;4;5;11;1916,2;80,132;37;Top Regions;ROMA, Italy;ROMA;Italy;Product 5;9609803,3;Wholesale;174,2;Top Clients;BY;B;Y;533
69;Vinte Group;02.09.2014;01.09.2014;2014;14008,896;SO - 000908;AXW291;18;2;11;25942,4;1084,864;48;Top Regions;PRAHA (Prague), Czech Republic;PRAHA (Prague);Czech Republic;Product 2;10711068,9;Wholesale;2358,4;Mid. Clients;BZ;B;Z;532
27;Wise Company;08.09.2014;01.09.2014;2014;14409,087;SO - 000947;AXW291;19;14;11;25279,1;988,183;28;Top Regions;SOFIA, Bulgaria;SOFIA;Bulgaria;Product 14;10295467,9;Wholesale;2298,1;Top Clients;BY;B;Y;523
106;Organon Corp;15.09.2014;01.09.2014;2014;6886,52800000001;SO - 0001014;AXW291;27;3;11;43040,8;3286,752;15;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 3;10374661,9;Wholesale;3912,8;Top Clients;AZ;A;Z;444
2;Jaxbean Group;21.09.2014;01.09.2014;2014;479,05;SO - 0001059;AXW291;4;10;11;1842,5;123,95;42;Top Regions;ROMA, Italy;ROMA;Italy;Product 10;10736750;Wholesale;167,5;Top Clients;AY;A;Y;533
31;Golden Corp;26.09.2014;01.09.2014;2014;5711,75;SO - 0001098;AXW291;11;5;11;18425;1155,75;36;Mid Regions;WARSZAWA (Warsaw), Poland;WARSZAWA (Warsaw);Poland;Product 5;9609803,3;Wholesale;1675;Top Clients;AZ;A;Z;544
121;Tambee Company;27.09.2014;01.09.2014;2014;3937,791;SO - 0001110;AXW291;6;12;11;10096,9;559,919;47;Top Regions;PARIS, France;PARIS;France;Product 12;10660912,7;Wholesale;917,9;Top Clients;AY;A;Y;133
40;Twinte Group;28.09.2014;01.09.2014;2014;6526,135;SO - 0001124;AXW291;18;14;11;18646,1;1101,815;59;Top Regions;PRAHA (Prague), Czech Republic;PRAHA (Prague);Czech Republic;Product 14;10295467,9;Wholesale;1695,1;Mid. Clients;BY;B;Y;122
50;Wordtune Company;04.10.2014;01.10.2014;2014;1264,692;SO - 0001175;AXW291;23;5;11;2874,3;146,328;32;Top Regions;Birmingham, UK;Birmingham;UK;Product 5;9609803,3;Wholesale;261,3;Top Clients;AY;A;Y;534
77;Valeant Corp;14.10.2014;01.10.2014;2014;16715,16;SO - 0001237;AXW291;3;10;11;61908;4108,44;60;Top Regions;MADRID, Spain;MADRID;Spain;Product 10;10736750;Wholesale;5628;Top Clients;AY;A;Y;444
142;Skippad Ltd;19.10.2014;01.10.2014;2014;6249,76;SO - 0001275;AXW291;22;15;11;19530,5;1207,34;27;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 15;10747791,6;Wholesale;1775,5;Top Clients;AY;A;Y;434
125;Zooveo Company;21.10.2014;01.10.2014;2014;9662,07;SO - 0001287;AXW291;23;9;11;25426,5;1433,13;22;Top Regions;Birmingham, UK;Birmingham;UK;Product 9;10489225,2;Wholesale;2311,5;Top Clients;BY;B;Y;433
90;Aimbo Corp;25.10.2014;01.10.2014;2014;851,972;SO - 0001317;AXW291;12;1;11;2505,8;150,348;49;Top Regions;BEOGRAD (Belgrade), Serbia;BEOGRAD (Belgrade);Serbia;Product 1;9446611,40000001;Wholesale;227,8;Top Clients;AY;A;Y;544
144;Wordpedia Ltd;26.10.2014;01.10.2014;2014;7370;SO - 0001330;AXW291;30;13;11;29480;2010;12;Top Regions;Marseille, France;Marseille;France;Product 13;10153809,8;Wholesale;2680;Top Clients;BY;B;Y;433
70;Cogidoo Company;29.10.2014;01.10.2014;2014;10228,086;SO - 0001352;AXW291;4;7;11;18940,9;792,074;36;Top Regions;ROMA, Italy;ROMA;Italy;Product 7;9503112,49999999;Wholesale;1721,9;Top Clients;AY;A;Y;544
146;Vimbo Company;30.10.2014;01.10.2014;2014;14084,07;SO - 0001360;AXW291;17;14;11;33533,5;1768,13;34;Top Regions;München (Munich), Germany;München (Munich);Germany;Product 14;10295467,9;Wholesale;3048,5;Top Clients;AZ;A;Z;444
77;Valeant Corp;01.11.2014;01.11.2014;2014;4943,796;SO - 0001378;AXW291;6;11;11;19014,6;1279,164;60;Top Regions;PARIS, France;PARIS;France;Product 11;10003749,9;Wholesale;1728,6;Top Clients;AY;A;Y;444
133;Mydo Corp;02.11.2014;01.11.2014;2014;3396,096;SO - 0001393;AXW291;29;8;11;9433,6;548,864;54;Mid Regions;Lódz, Poland;Lódz;Poland;Product 8;10172670,3;Wholesale;857,6;Top Clients;AZ;A;Z;533
102;Linkbuzz Ltd;05.11.2014;01.11.2014;2014;3142,568;SO - 0001420;AXW291;10;11;11;12086,8;813,112;64;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 11;10003749,9;Wholesale;1098,8;Mid. Clients;CZ;C;Z;422
126;Rhynoodle Ltd;07.11.2014;01.11.2014;2014;4974,75;SO - 0001428;AXW291;25;10;11;27637,5;2060,25;52;Top Regions;Köln (Cologne), Germany;Köln (Cologne);Germany;Product 10;10736750;Wholesale;2512,5;Top Clients;BZ;B;Z;523
26;Avavee Group;08.11.2014;01.11.2014;2014;7032,454;SO - 0001433;AXW291;22;6;11;27047,9;1819,586;33;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 6;11016019,4;Wholesale;2458,9;Top Clients;BZ;B;Z;533
145;Janyx Group;13.11.2014;01.11.2014;2014;10462,452;SO - 0001485;AXW291;22;2;11;40240,2;2707,068;11;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 2;10711068,9;Wholesale;3658,2;Top Clients;BY;B;Y;423
130;Jayo Company;16.11.2014;01.11.2014;2014;8065,72799999999;SO - 0001511;AXW291;13;8;11;42451,2;3125,952;53;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 8;10172670,3;Wholesale;3859,2;Top Clients;AY;A;Y;234
133;Mydo Corp;20.11.2014;01.11.2014;2014;3505,172;SO - 0001540;AXW291;17;5;11;12086,8;780,148;54;Top Regions;München (Munich), Germany;München (Munich);Germany;Product 5;9609803,3;Wholesale;1098,8;Top Clients;AZ;A;Z;533
68;True Ltd;20.11.2014;01.11.2014;2014;12823,8;SO - 0001545;AXW291;13;9;11;22110;844,2;4;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 9;10489225,2;Wholesale;2010;Top Clients;AY;A;Y;533
27;Wise Company;22.11.2014;01.11.2014;2014;10229,56;SO - 0001562;AXW291;5;4;11;25573,9;1394,94;28;Top Regions;KIEV, Ukraine;KIEV;Ukraine;Product 4;10834576,7;Wholesale;2324,9;Top Clients;BY;B;Y;523
113;Talane Group;27.11.2014;01.11.2014;2014;31951,898;SO - 0001600;AXW291;14;8;11;60286,6;2575,882;64;Top Regions;Kharkov, Ukraine;Kharkov;Ukraine;Product 8;10172670,3;Wholesale;5480,6;Top Clients;AY;A;Y;543
102;Linkbuzz Ltd;08.12.2014;01.12.2014;2014;3972,43;SO - 0001698;AXW291;22;3;11;8107;375,87;64;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 3;10374661,9;Wholesale;737;Mid. Clients;CZ;C;Z;422
35;Aromaticos Company;12.12.2014;01.12.2014;2014;14840,232;SO - 0001721;AXW291;10;12;11;61834,3;4272,188;34;Lower Regions;MINSK, Belarus;MINSK;Belarus;Product 12;10660912,7;Wholesale;5621,3;Top Clients;AY;A;Y;433
44;Fivechat Company;12.12.2014;01.12.2014;2014;30264,905;SO - 0001723;AXW291;9;3;11;70383,5;3647,145;10;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 3;10374661,9;Wholesale;6398,5;Lower Clients;CZ;C;Z;422
88;Twitterbri Ltd;12.12.2014;01.12.2014;2014;4455,165;SO - 0001724;AXW291;1;7;11;11423,5;633,485;46;Lower Regions;LONDON, UK;LONDON;UK;Product 7;9503112,49999999;Wholesale;1038,5;Top Clients;AY;A;Y;523
155;Zoomdog Corp;13.12.2014;01.12.2014;2014;4344,615;SO - 0001739;AXW291;20;12;11;28964,1;2238,135;25;Lower Regions;Dnepropetrovsk, Ukraine;Dnepropetrovsk;Ukraine;Product 12;10660912,7;Wholesale;2633,1;Lower Clients;CY;C;Y;522
91;Zoonder Group;22.12.2014;01.12.2014;2014;34874,84;SO - 0001821;AXW291;22;8;11;67067;2926,56;19;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 8;10172670,3;Wholesale;6097;Top Clients;BY;B;Y;523
163;Zava Group;23.12.2014;01.12.2014;2014;10429,287;SO - 0001828;AXW291;24;13;11;19677,9;840,783;25;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 13;10153809,8;Wholesale;1788,9;Top Clients;BZ;B;Z;532
25;Zoonoodle Ltd;23.12.2014;01.12.2014;2014;19599,041;SO - 0001830;AXW291;17;3;11;67582,9;4362,169;23;Top Regions;München (Munich), Germany;München (Munich);Germany;Product 3;10374661,9;Wholesale;6143,9;Top Clients;BY;B;Y;532
31;Golden Corp;30.12.2014;01.12.2014;2014;7296,3;SO - 0001899;AXW291;16;13;11;12160,5;442,2;36;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 13;10153809,8;Wholesale;1105,5;Top Clients;AZ;A;Z;544
48;Rochester Group;30.12.2014;01.12.2014;2014;2987,061;SO - 0001906;AXW291;9;8;11;14224,1;1021,549;24;Top Regions;Hamburg, Germany;Hamburg;Germany;Product 8;10172670,3;Wholesale;1293,1;Top Clients;AY;A;Y;533
18;Omba Group;05.01.2015;01.01.2015;2015;6134,051;SO - 0001976;AXW291;27;3;11;21151,9;1365,259;36;Top Regions;ZAGREB, Croatia;ZAGREB;Croatia;Product 3;10374661,9;Wholesale;1922,9;Top Clients;BY;B;Y;433
14;Alembic Ltd;05.01.2015;01.01.2015;2015;9031,198;SO - 0001981;AXW291;6;1;11;41050,9;2910,882;2;Top Regions;PARIS, France;PARIS;France;Product 1;9446611,40000001;Wholesale;3731,9;Top Clients;AY;A;Y;323
16;Arbor Company;08.01.2015;01.01.2015;2015;10102,796;SO - 0002006;AXW291;24;5;11;21962,6;1078,164;37;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 5;9609803,3;Wholesale;1996,6;Top Clients;BY;B;Y;533
96;Thoughtmix Ltd;10.01.2015;01.01.2015;2015;12242,307;SO - 0002031;AXW291;6;6;11;58296,7;4186,763;43;Top Regions;PARIS, France;PARIS;France;Product 6;11016019,4;Wholesale;5299,7;Top Clients;AY;A;Y;533
59;Gabvine Ltd;12.01.2015;01.01.2015;2015;5469,277;SO - 0002060;AXW291;5;6;11;13339,7;715,493;64;Top Regions;KIEV, Ukraine;KIEV;Ukraine;Product 6;11016019,4;Wholesale;1212,7;Mid. Clients;CY;C;Y;532
32;EMD Group;16.01.2015;01.01.2015;2015;5492,124;SO - 0002085;AXW291;13;2;11;11939,4;586,116;54;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 2;10711068,9;Wholesale;1085,4;Mid. Clients;BY;B;Y;422
5;Blogtags Ltd;22.01.2015;01.01.2015;2015;6048,559;SO - 0002146;AXW291;22;11;11;20857,1;1346,231;8;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 11;10003749,9;Wholesale;1896,1;Top Clients;BY;B;Y;533
95;Realbridge Corp;25.01.2015;01.01.2015;2015;7468,758;SO - 0002164;AXW291;16;7;11;41493,1;3093,122;9;Top Regions;Milano (Milan), Italy;Milano (Milan);Italy;Product 7;9503112,49999999;Wholesale;3772,1;Top Clients;BY;B;Y;533
121;Tambee Company;25.01.2015;01.01.2015;2015;5638,05;SO - 0002168;AXW291;7;2;11;18793,5;1195,95;47;Lower Regions;BUCURESTI (Bucharest), Romania;BUCURESTI (Bucharest);Romania;Product 2;10711068,9;Wholesale;1708,5;Top Clients;AY;A;Y;133
97;Twimbo Company;28.01.2015;01.01.2015;2015;748,055;SO - 0002188;AXW291;4;7;11;2137,3;126,295;23;Top Regions;ROMA, Italy;ROMA;Italy;Product 7;9503112,49999999;Wholesale;194,3;Mid. Clients;CY;C;Y;522
45;State Ltd;06.02.2015;01.02.2015;2015;6051,507;SO - 0002265;AXW291;4;13;11;11865,7;528,563;35;Top Regions;ROMA, Italy;ROMA;Italy;Product 13;10153809,8;Wholesale;1078,7;Top Clients;AZ;A;Z;445
98;Natures Group;08.02.2015;01.02.2015;2015;23085,051;SO - 0002280;AXW291;5;7;11;43556,7;1861,059;7;Top Regions;KIEV, Ukraine;KIEV;Ukraine;Product 7;9503112,49999999;Wholesale;3959,7;Lower Clients;CY;C;Y;422
167;Nlounge Ltd;11.02.2015;01.02.2015;2015;6204,066;SO - 0002310;AXW291;13;15;11;26974,2;1888,194;62;Lower Regions;WIEN (Vienna), Austria;WIEN (Vienna);Austria;Product 15;10747791,6;Wholesale;2452,2;Mid. Clients;BY;B;Y;522
174;Tekfly Group;12.02.2015;01.02.2015;2015;9136,589;SO - 0002316;AXW291;21;7;11;39724,3;2780,701;23;Mid Regions;Donetsk, Ukraine;Donetsk;Ukraine;Product 7;9503112,49999999;Wholesale;3611,3;Mid. Clients;CY;C;Y;322
70;Cogidoo Company;12.02.2015;01.02.2015;2015;32203,215;SO - 0002322;AXW291;29;6;11;71562,7;3578,135;36;Mid Regions;Lódz, Poland;Lódz;Poland;Product 6;11016019,4;Wholesale;6505,7;Top Clients;AY;A;Y;544
56;Realpoint Corp;26.02.2015;01.02.2015;2015;6049,296;SO - 0002430;AXW291;23;2;11;12602,7;595,764;11;Top Regions;Birmingham, UK;Birmingham;UK;Product 2;10711068,9;Wholesale;1145,7;Lower Clients;CY;C;Y;432
38;Neutrogena Ltd;04.03.2015;01.03.2015;2015;19720,646;SO - 0002476;AXW291;28;13;11;58001,9;3480,114;33;Top Regions;Zaporozhye, Ukraine;Zaporozhye;Ukraine;Product 13;10153809,8;Wholesale;5272,9;Top Clients;AZ;A;Z;333
122;Brightdog Corp;04.03.2015;01.03.2015;2015;15297,909;SO - 0002477;AXW291;24;3;11;41345,7;2367,981;33;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 3;10374661,9;Wholesale;3758,7;Mid. Clients;BY;B;Y;432
108;Vitz Company;09.03.2015;01.03.2015;2015;5695,536;SO - 0002505;AXW291;22;9;11;12381,6;607,824;27;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 9;10489225,2;Wholesale;1125,6;Mid. Clients;BZ;B;Z;322
100;Aibox Company;14.03.2015;01.03.2015;2015;975,051;SO - 0002541;AXW291;15;7;11;1989,9;92,259;6;Top Regions;Barcelona, Spain;Barcelona;Spain;Product 7;9503112,49999999;Wholesale;180,9;Top Clients;AZ;A;Z;445
126;Rhynoodle Ltd;23.03.2015;01.03.2015;2015;25654,233;SO - 0002604;AXW291;23;13;11;62571,3;3356,097;52;Top Regions;Birmingham, UK;Birmingham;UK;Product 13;10153809,8;Wholesale;5688,3;Top Clients;BZ;B;Z;523
170;SEINDNI Corp;23.03.2015;01.03.2015;2015;4245,12;SO - 0002609;AXW291;22;11;11;9433,6;471,68;58;Top Regions;Napoli (Naples), Italy;Napoli (Naples);Italy;Product 11;10003749,9;Wholesale;857,6;Mid. Clients;CY;C;Y;422
119;Livepath Corp;27.03.2015;01.03.2015;2015;4848,723;SO - 0002643;AXW291;14;15;11;11276,1;584,307;5;Top Regions;Kharkov, Ukraine;Kharkov;Ukraine;Product 15;10747791,6;Wholesale;1025,1;Mid. Clients;CY;C;Y;422
167;Nlounge Ltd;27.03.2015;01.03.2015;2015;7996,45;SO - 0002646;AXW291;25;8;11;25795;1618,05;62;Top Regions;Köln (Cologne), Germany;Köln (Cologne);Germany;Product 8;10172670,3;Wholesale;2345;Mid. Clients;BY;B;Y;522
157;Flipstorm Group;31.03.2015;01.03.2015;2015;3702,688;SO - 0002666;AXW291;30;9;11;11570,9;715,292;51;Top Regions;Marseille, France;Marseille;France;Product 9;10489225,2;Wholesale;1051,9;Mid. Clients;CY;C;Y;522
54;Revitol Company;02.04.2015;01.04.2015;2015;8493,188;SO - 0002675;AXW291;29;3;11;19751,6;1023,492;41;Mid Regions;Lódz, Poland;Lódz;Poland;Product 3;10374661,9;Wholesale;1795,6;Top Clients;BZ;B;Z;533
13;Nexus Group;04.04.2015;01.04.2015;2015;7605,84;SO - 0002694;AXW291;24;3;11;19014,6;1037,16;9;Top Regions;Odessa, Ukraine;Odessa;Ukraine;Product 3;10374661,9;Wholesale;1728,6;Top Clients;AZ;A;Z;533
14;Alembic Ltd;05.04.2015;01.04.2015;2015;6805,458;SO - 0002713;AXW291;17;2;11;25205,4;1672,722;2;Top Regions;München (Munich), Germany;München (Munich);Germany;Product 2;10711068,9;Wholesale;2291,4;Top Clients;AY;A;Y;323
158;Linklinks Ltd;10.04.2015;01.04.2015;2015;14718,627;SO - 0002754;AXW291;18;8;11;70088,7;5033,643;15;Top Regions;PRAHA (Prague), Czech Republic;PRAHA (Prague);Czech Republic;Product 8;10172670,3;Wholesale;6371,7;Mid. Clients;BY;B;Y;532
13;Nexus Group;11.04.2015;01.04.2015;2015;24173,6;SO - 0002768;AXW291;23;6;11;60434;3296,4;9;Top Regions;Birmingham, UK;Birmingham;UK;Product 6;11016019,4;Wholesale;5494;Top Clients;AZ;A;Z;533
42;Colgate-Pa Group;14.04.2015;01.04.2015;2015;24071,157;SO - 0002789;AXW291;14;9;11;42230,1;1650,813;20;Top Regions;Kharkov, Ukraine;Kharkov;Ukraine;Product 9;10489225,2;Wholesale;3839,1;Top Clients;AY;A;Y;534
33;Cadila Ltd;18.04.2015;01.04.2015;2015;19728,016;SO - 0002818;AXW291;23;11;11;70457,2;4611,744;36;Top Regions;Birmingham, UK;Birmingham;UK;Product 11;10003749,9;Wholesale;6405,2;Top Clients;AZ;A;Z;533
94;Browsetype Corp;21.04.2015;01.04.2015;2015;3586,979;SO - 0002845;AXW291;14;10;11;11570,9;725,811;63;Top Regions;Kharkov, Ukraine;Kharkov;Ukraine;Product 10;10736750;Wholesale;1051,9;Top Clients;AY;A;Y;433
42;Colgate-Pa Group;26.04.2015;01.04.2015;2015;18970,38;SO - 0002888;AXW291;25;15;11;42156,4;2107,82;20;Top Regions;Köln (Cologne), Germany;Köln (Cologne);Germany;Product 15;10747791,6;Wholesale;3832,4;Top Clients;AY;A;Y;534
